trip_id,customer_id,flight_number,airline_id,aircraft_id,airport_src,airport_dst,departure_time,departure_date,flight_duration,travel_class,seat_number,price
648,5978168,FR1515,4296,738B738,81,68,15:15:00,2019-01-05,2:52,business,17F,572
649,481746,ZH0900,4611,320A320,83,74,09:00:00,2015-10-07,2:17,economy,5D,129
649,481746,ZH1730,4611,320A320,9,15,17:30:00,2015-10-24,2:17,business,35B,529
650,481746,MU2045,1758,737,36,102,20:45:00,2016-09-07,2:13,economy,10I,124
650,481746,MU0845,1758,737,78,43,08:45:00,2016-09-21,2:13,economy,8F,124
651,481746,TR1730,4936,320A320,56,96,17:30:00,2017-08-06,4:02,business,15E,656
651,481746,TR0745,4936,320A320,2,22,07:45:00,2017-08-14,4:02,economy,8H,256
652,481746,CZ2030,1767,738B738,48,3,20:30:00,2017-11-16,1:53,business,38I,500
652,481746,CZ1430,1767,738B738,54,48,14:30:00,2017-11-27,1:53,economy,2H,100
653,481746,ZH1145,4611,319A319,90,4,11:45:00,2017-12-10,0:57,business,41B,433
653,481746,ZH1815,4611,319A319,65,32,18:15:00,2017-12-29,0:57,business,16A,433
654,481746,ZH1215,4611,320A320,103,86,12:15:00,2018-01-30,1:49,economy,4C,96
654,481746,ZH1230,4611,320A320,57,26,12:30:00,2018-02-11,1:49,economy,10B,96
655,481746,ZH2200,4611,330,43,17,22:00:00,2018-03-03,1:34,business,33A,478
655,481746,ZH1545,4611,737,71,34,15:45:00,2018-03-24,1:34,economy,2C,78
656,9533780,IB2200,2822,CRKCRJX,69,56,22:00:00,2016-02-23,2:50,economy,10C,169
656,9533780,IB0815,2822,CRKCRJX,75,89,08:15:00,2016-03-03,2:50,business,17C,569
657,9533780,IB1615,2822,CR9CRJ9,84,60,16:15:00,2017-06-27,2:40,business,13E,557
657,9533780,IB2200,2822,CR9CRJ9,73,45,22:00:00,2017-07-25,2:40,business,42H,557
658,9533780,US1830,5265,333A333,9,55,18:30:00,2018-11-26,7:51,business,44F,932
658,9533780,US1330,5265,333A333,3,90,13:30:00,2018-12-19,7:51,economy,3J,532
659,9533780,W61800,5461,320A320,81,100,18:00:00,2018-12-24,3:17,business,39F,602
659,9533780,W61115,5461,320A320,8,18,11:15:00,2019-01-18,3:17,business,30E,602
660,338146,TU1030,4870,736B736,50,87,10:30:00,2013-11-07,2:31,business,42I,546
660,338146,TU1230,4870,736B736,31,12,12:30:00,2013-12-04,2:31,economy,1I,146
661,338146,UG0800,5085,CR9CRJ9,6,91,08:00:00,2014-05-06,1:00,business,13I,436
661,338146,UG1445,5085,CR9CRJ9,2,82,14:45:00,2014-05-30,1:00,business,12C,436
662,338146,TU2215,4870,320A320,69,4,22:15:00,2016-10-29,1:16,business,31C,456
662,338146,TU1815,4870,320A320,63,32,18:15:00,2016-11-21,1:16,business,21A,456
663,338146,TU1115,4870,319A319,15,8,11:15:00,2018-08-17,1:43,business,35G,488
663,338146,TU0730,4870,319A319,93,54,07:30:00,2018-09-16,1:43,business,33H,488
3460,8183722,SN1015,1531,320A320,89,32,10:15:00,2015-04-23,2:48,economy,2F,166
664,338146,UG0800,5085,CR9CRJ9,31,62,08:00:00,2018-11-27,1:00,economy,10I,36
664,338146,UG1445,5085,CR9CRJ9,50,58,14:45:00,2018-12-27,1:00,economy,1F,36
665,4198600,AR1530,412,E90E190,75,101,15:30:00,2011-09-04,0:52,business,11B,427
665,4198600,AR0945,412,E90E190,90,23,09:45:00,2011-09-24,0:52,economy,2H,27
666,4198600,AR1530,412,E90E190,61,22,15:30:00,2018-05-07,1:42,economy,3G,87
666,4198600,AR0945,412,E90E190,25,99,09:45:00,2018-05-15,1:42,economy,7H,87
667,4198600,LA1015,3200,320A320,81,45,10:15:00,2018-05-24,2:19,business,33I,531
667,4198600,LA0745,3200,320A320,75,85,07:45:00,2018-06-01,2:19,economy,10C,131
668,4198600,AR1015,412,E90E190,15,11,10:15:00,2018-12-02,0:58,economy,1H,34
668,4198600,AR1345,412,E90E190,18,74,13:45:00,2018-12-17,0:58,business,30H,434
669,4198600,AR1145,412,E90E190,92,96,11:45:00,2018-12-31,1:25,business,12A,467
669,4198600,AR0815,412,E90E190,35,71,08:15:00,2019-01-31,1:25,economy,8D,67
670,5908251,OS1230,491,321A321,16,6,12:30:00,2016-11-13,1:31,business,33G,474
670,5908251,OS0815,491,321A321,52,13,08:15:00,2016-12-06,1:31,business,35H,474
671,5908251,AZ1515,596,E75,31,58,15:15:00,2018-11-10,1:11,business,35H,449
671,5908251,AZ1645,596,E75,56,60,16:45:00,2018-11-18,1:11,economy,7C,49
672,5908251,4U0700,2548,320A320,4,50,07:00:00,2018-12-22,1:22,economy,8F,63
672,5908251,4U1330,2548,320A320,61,74,13:30:00,2019-01-03,1:22,business,30H,463
673,9333018,AR2015,412,737,64,44,20:15:00,2011-05-27,2:00,business,22D,508
673,9333018,AR1215,412,737,85,32,12:15:00,2011-06-08,2:00,economy,10J,108
674,9333018,AR1830,412,340,56,50,18:30:00,2012-03-11,13:32,business,33H,1343
674,9333018,AR0630,412,340,94,80,06:30:00,2012-04-11,13:32,business,13F,1343
675,9333018,AR2030,412,340,14,95,20:30:00,2017-12-08,9:21,economy,2F,640
675,9333018,AR1300,412,330,74,72,13:00:00,2017-12-28,9:21,economy,3A,640
676,9333018,AR1800,412,E90E190,12,16,18:00:00,2018-09-15,1:02,business,39C,439
676,9333018,AR0800,412,E90E190,101,3,08:00:00,2018-09-29,1:02,business,30G,439
677,9333018,LA1330,3200,320A320,24,78,13:30:00,2018-12-25,1:55,business,24D,503
677,9333018,LA1730,3200,320A320,14,75,17:30:00,2019-01-20,1:55,economy,8I,103
678,5505353,W30745,20976,73GB737,3,66,07:45:00,2012-02-27,1:03,business,39F,440
678,5505353,W30745,20976,73GB737,11,20,07:45:00,2012-03-08,1:03,business,13B,440
679,5505353,W30730,20976,73GB737,60,83,07:30:00,2013-02-24,0:56,economy,4B,31
679,5505353,W30915,20976,CR9CRJ9,40,77,09:15:00,2013-03-16,0:56,economy,10E,31
680,5505353,EY0930,2222,332A332,15,22,09:30:00,2015-04-04,7:43,business,16E,922
680,5505353,EY1715,2222,332A332,15,6,17:15:00,2015-04-21,7:43,economy,10A,522
681,5505353,W31530,20976,73GB737,98,82,15:30:00,2015-08-17,1:04,economy,10F,41
681,5505353,W32030,20976,73GB737,88,26,20:30:00,2015-09-12,1:04,business,37A,441
682,5505353,QC1630,16415,737,60,44,16:30:00,2017-11-02,1:27,business,19C,468
682,5505353,QC1430,16415,737,16,23,14:30:00,2017-11-18,1:27,business,32A,468
683,5505353,MS1215,2143,738B738,84,1,12:15:00,2017-12-10,5:23,economy,3A,353
683,5505353,MS2000,2143,738B738,72,7,20:00:00,2018-01-10,5:23,economy,5F,353
684,5505353,MS1630,2143,738B738,1,95,16:30:00,2018-03-02,4:46,economy,6G,309
684,5505353,MS2115,2143,738B738,18,38,21:15:00,2018-03-17,4:46,economy,5I,309
685,8905054,BT0715,333,DH4DH8D,30,90,07:15:00,2015-02-22,1:00,economy,6J,37
685,8905054,BT1145,333,DH4DH8D,101,82,11:45:00,2015-03-19,1:00,economy,10J,37
686,8905054,AY1715,2350,319A319,79,24,17:15:00,2015-08-22,3:53,economy,9E,245
686,8905054,AY1830,2350,319A319,74,76,18:30:00,2015-09-02,3:53,business,27B,645
687,8905054,AY1515,2350,AT7AT72,24,61,15:15:00,2018-02-08,1:19,economy,2J,59
687,8905054,AY2130,2350,AT7AT72,17,1,21:30:00,2018-02-24,1:19,business,15F,459
688,5111883,A51215,1203,CR7CRJ7,81,57,12:15:00,2011-07-23,1:47,economy,10A,93
688,5111883,A51100,1203,CR7CRJ7,75,16,11:00:00,2011-08-18,1:47,economy,5I,93
689,5111883,XK2145,1909,AT7AT72,45,90,21:45:00,2015-11-06,0:43,business,37I,416
689,5111883,XK1700,1909,AT7AT72,3,40,17:00:00,2015-11-20,0:43,economy,10E,16
690,5111883,LX0715,4559,321A321,46,43,07:15:00,2018-06-02,1:00,economy,8H,36
690,5111883,LX2130,4559,319A319,38,14,21:30:00,2018-06-11,1:00,economy,7J,36
691,4558034,XQ1630,4573,738B738,79,39,16:30:00,2012-03-30,0:37,economy,5E,9
691,4558034,XQ1630,4573,738B738,89,29,16:30:00,2012-04-26,0:37,business,24G,409
692,4558034,OS2100,491,DH4DH8D,54,81,21:00:00,2018-10-02,1:05,economy,5J,43
692,4558034,OS1345,491,DH4DH8D,6,101,13:45:00,2018-10-21,1:05,economy,9G,43
693,4558034,OS2230,491,320A320,102,46,22:30:00,2018-10-30,1:16,economy,8A,55
693,4558034,OS1500,491,321A321,97,72,15:00:00,2018-11-10,1:16,economy,7D,55
694,4558034,AY1945,2350,319A319,72,73,19:45:00,2018-11-30,1:09,business,20B,447
694,4558034,AY0645,2350,319A319,105,44,06:45:00,2018-12-21,1:09,economy,4E,47
695,2143378,US1745,5265,777,66,32,17:45:00,2015-09-13,10:23,business,40J,1115
695,2143378,US1715,5265,777,20,65,17:15:00,2015-10-08,10:23,economy,10G,715
696,4523342,US0915,5265,757,22,72,09:15:00,2018-01-02,5:28,business,13F,759
696,4523342,US1530,5265,757,35,17,15:30:00,2018-01-16,5:28,economy,4I,359
697,1618501,U21315,2297,319A319,85,6,13:15:00,2013-07-13,1:35,economy,5G,79
697,1618501,U22245,2297,319A319,9,53,22:45:00,2013-07-29,1:35,economy,9B,79
698,1618501,DE1230,1868,767,57,45,12:30:00,2015-01-21,8:50,business,37A,1003
699,1618501,LH1115,3320,319A319,83,31,11:15:00,2016-06-24,1:44,economy,1C,90
699,1618501,LH1745,3320,319A319,29,104,17:45:00,2016-07-15,1:44,business,44G,490
700,1618501,4U0645,2548,319A319,8,23,06:45:00,2017-05-05,1:35,business,38G,479
700,1618501,4U1130,2548,319A319,97,82,11:30:00,2017-05-19,1:35,economy,5C,79
701,1618501,DE1845,1868,738B738,9,39,18:45:00,2018-01-10,4:31,economy,10C,291
701,1618501,DE1230,1868,738B738,64,48,12:30:00,2018-01-19,4:31,economy,3A,291
702,1618501,U22100,2297,319A319,97,33,21:00:00,2018-07-18,2:33,economy,8H,149
702,1618501,U22230,2297,319A319,83,43,22:30:00,2018-07-25,2:33,business,40C,549
703,9020712,AB0615,214,738B738,51,24,06:15:00,2018-02-02,2:43,business,22A,560
703,9020712,AB1730,214,738B738,24,91,17:30:00,2018-02-17,2:43,business,11E,560
704,6177214,VY1730,2439,320A320,15,84,17:30:00,2014-01-28,2:50,business,21C,569
704,6177214,VY1545,2439,320A320,37,31,15:45:00,2014-02-04,2:50,business,17F,569
705,6177214,W61245,5461,320A320,50,98,12:45:00,2016-11-24,1:42,economy,5D,86
706,6177214,BA1345,1355,319A319,69,61,13:45:00,2018-10-26,0:55,economy,10D,30
706,6177214,BA1330,1355,319A319,46,32,13:30:00,2018-11-05,0:55,economy,10G,30
707,6177214,BE0845,2421,E75,76,45,08:45:00,2018-11-19,1:03,business,34B,440
707,6177214,BE1445,2421,DH4DH8D,64,78,14:45:00,2018-11-28,1:03,business,36F,440
708,9094600,XQ1745,4573,738B738,42,40,17:45:00,2012-01-22,3:33,business,43E,620
708,9094600,XQ1245,4573,738B738,102,94,12:45:00,2012-01-29,3:33,business,11D,620
709,9094600,AY1300,2350,333A333,103,51,13:00:00,2017-02-24,8:51,economy,5H,605
709,9094600,AY1345,2350,333A333,105,34,13:45:00,2017-03-16,8:51,business,41B,1005
710,9094600,AY0845,2350,319A319,68,75,08:45:00,2018-09-02,1:53,economy,7J,100
710,9094600,AY1445,2350,319A319,40,11,14:45:00,2018-09-07,1:53,economy,7J,100
711,5875922,RJ2200,4259,E90E190,100,28,22:00:00,2013-09-26,1:35,business,26I,478
711,5875922,RJ1830,4259,E90E190,41,98,18:30:00,2013-10-19,1:35,economy,7C,78
712,5875922,OS0900,491,319A319,65,78,09:00:00,2018-05-20,3:56,business,41F,648
712,5875922,OS1515,491,319A319,94,25,15:15:00,2018-05-28,3:56,business,22C,648
713,5875922,U21300,2297,320A320,22,102,13:00:00,2018-10-13,2:03,economy,7G,112
713,5875922,U21230,2297,320A320,30,29,12:30:00,2018-11-02,2:03,economy,6I,112
714,5875922,AY1845,2350,319A319,69,19,18:45:00,2018-12-08,1:09,business,22H,447
714,5875922,AY0645,2350,319A319,16,104,06:45:00,2018-12-16,1:09,business,24D,447
715,5875922,IB1345,2822,319A319,7,98,13:45:00,2018-12-30,2:44,business,44C,562
715,5875922,IB1400,2822,319A319,71,26,14:00:00,2019-01-23,2:44,economy,8F,162
716,3731884,US1615,5265,ERDE135,50,73,16:15:00,2017-08-24,1:10,business,37H,448
716,3731884,US2030,5265,ERDE135,86,31,20:30:00,2017-09-21,1:10,economy,5F,48
717,3731884,AC1600,330,E90E190,86,54,16:00:00,2017-12-23,2:20,economy,5B,133
717,3731884,AC1830,330,E90E190,32,19,18:30:00,2018-01-01,2:20,economy,8I,133
718,3731884,7F0945,2354,AT4AT43,19,82,09:45:00,2018-02-09,1:08,economy,1I,46
718,3731884,7F1000,2354,AT4AT43,74,38,10:00:00,2018-03-06,1:08,economy,10I,46
719,3731884,PD0845,4021,DH4DH8D,47,4,08:45:00,2018-06-26,1:10,economy,10E,48
719,3731884,PD1545,4021,DH4DH8D,23,89,15:45:00,2018-07-26,1:10,business,21G,448
720,3731884,AC1430,330,DH3DH8C,81,17,14:30:00,2018-09-26,1:19,business,30C,459
720,3731884,AC0615,330,DH3DH8C,83,98,06:15:00,2018-10-12,1:19,business,35H,459
721,3731884,TS1615,1317,330,92,84,16:15:00,2018-12-01,7:05,business,37G,876
721,3731884,TS1715,1317,310A310,67,3,17:15:00,2018-12-08,7:05,economy,9D,476
722,3731884,NH0715,324,763B763,2,12,07:15:00,2018-12-19,10:23,economy,4H,715
722,3731884,NH1815,324,763B763,92,30,18:15:00,2018-12-26,10:23,business,22F,1115
723,9740521,QF1430,4089,717B712,33,103,14:30:00,2012-06-30,2:33,business,32G,549
723,9740521,QF1630,4089,717B712,72,36,16:30:00,2012-07-20,2:33,business,32C,549
724,9740521,ZL1315,4178,SF3SF34,38,66,13:15:00,2017-09-18,0:40,business,19C,413
724,9740521,ZL0730,4178,SF3SF34,83,69,07:30:00,2017-09-30,0:40,economy,4G,13
725,9740521,JQ1345,3052,320A320,77,19,13:45:00,2018-05-07,3:45,business,23G,635
725,9740521,JQ1900,3052,320A320,61,92,19:00:00,2018-06-03,3:45,business,17B,635
726,9740521,ZL2200,4178,SF3SF34,48,7,22:00:00,2018-10-20,0:48,economy,6F,22
726,9740521,ZL1100,4178,SF3SF34,13,7,11:00:00,2018-10-25,0:48,economy,5I,22
727,9740521,TL2030,338,EM2E120,5,36,20:30:00,2018-11-22,1:18,economy,3J,58
727,9740521,TL1530,338,EM2E120,53,43,15:30:00,2018-11-30,1:18,economy,1I,58
728,9740521,VA1930,5360,320A320,87,33,19:30:00,2018-12-14,2:42,business,18H,560
728,9740521,VA1745,5360,320A320,65,72,17:45:00,2018-12-21,2:42,economy,5D,160
729,9740521,VS2130,5347,346A346,86,84,21:30:00,2018-12-29,9:41,business,36J,1065
729,9740521,QF1015,4089,388A388,70,1,10:15:00,2019-01-28,9:41,economy,9C,665
730,3632153,UA1745,5209,320A320,19,15,17:45:00,2010-09-02,5:08,economy,2H,336
730,3632153,UA1230,5209,739B739,4,82,12:30:00,2010-09-21,5:08,economy,2F,336
731,3632153,F91000,2468,319A319,3,67,10:00:00,2013-02-25,2:14,business,41A,526
731,3632153,F91600,2468,319A319,64,26,16:00:00,2013-03-18,2:14,economy,6D,126
732,3632153,US1500,5265,777,78,8,15:00:00,2018-07-22,10:25,business,13G,1117
732,3632153,US1000,5265,777,3,49,10:00:00,2018-08-12,10:25,business,44C,1117
733,2307480,NH1015,324,737,9,53,10:15:00,2017-10-23,3:17,economy,8H,201
733,2307480,NH1930,324,737,77,60,19:30:00,2017-10-31,3:17,economy,3F,201
734,2307480,NH1000,324,763B763,22,98,10:00:00,2018-09-23,9:54,economy,5G,680
734,2307480,NH0745,324,763B763,17,38,07:45:00,2018-10-10,9:54,economy,10A,680
735,2307480,NH1500,324,320A320,60,70,15:00:00,2018-12-20,1:05,economy,10I,42
735,2307480,NH1200,324,320A320,87,83,12:00:00,2019-01-16,1:05,economy,8A,42
736,7905113,A90615,2538,737,15,76,06:15:00,2010-11-20,2:32,business,31E,548
736,7905113,A92230,2538,737,94,67,22:30:00,2010-12-03,2:32,business,31J,548
737,7905113,J21545,197,757,68,77,15:45:00,2011-04-13,3:28,economy,10C,215
737,7905113,J21200,197,757,40,34,12:00:00,2011-05-03,3:28,economy,6B,215
738,7905113,D21945,20270,CR2CRJ2,58,47,19:45:00,2015-03-28,1:06,business,22F,443
738,7905113,D21930,20270,CR2CRJ2,59,84,19:30:00,2015-04-25,1:06,business,44A,443
739,7905113,SU2245,130,319A319,83,76,22:45:00,2015-08-07,2:37,economy,10J,153
739,7905113,SU1430,130,319A319,85,84,14:30:00,2015-08-30,2:37,economy,4C,153
740,7905113,Y70745,13088,738B738,92,10,07:45:00,2018-12-13,3:41,business,20J,630
740,7905113,Y71430,13088,738B738,64,8,14:30:00,2018-12-26,3:41,business,37J,630
741,7905113,6R1800,1340,738B738,22,72,18:00:00,2018-12-31,2:56,economy,8H,177
741,7905113,6R0630,1340,TU5T154,101,82,06:30:00,2019-01-28,2:56,economy,9G,177
742,6382445,S71030,4329,319A319,89,50,10:30:00,2016-06-11,1:39,economy,6I,84
742,6382445,S70700,4329,319A319,25,43,07:00:00,2016-07-11,1:39,economy,7I,84
743,6382445,AY1015,2350,319A319,100,80,10:15:00,2017-09-30,0:54,business,22B,430
743,6382445,AY1330,2350,319A319,51,18,13:30:00,2017-10-14,0:54,business,20D,430
744,6382445,FR2030,4296,738B738,83,30,20:30:00,2018-07-16,2:05,economy,9G,115
744,6382445,FR1000,4296,738B738,3,40,10:00:00,2018-07-29,2:05,economy,9H,115
745,6382445,AY1145,2350,321A321,8,37,11:45:00,2018-10-08,1:58,economy,2I,106
784,1313569,UX0745,90,738B738,31,25,07:45:00,2015-02-03,2:19,economy,7J,131
745,6382445,AY1230,2350,321A321,53,2,12:30:00,2018-11-05,1:58,business,34B,506
746,6382445,BE1415,2421,AT7AT72,98,39,14:15:00,2018-11-18,0:50,economy,8J,25
746,6382445,BE1115,2421,AT7AT72,58,27,11:15:00,2018-12-16,0:50,business,18A,425
786,1313569,KL1245,3090,330,32,61,12:45:00,2017-02-24,8:34,economy,5F,584
747,6382445,CA1215,751,343A343,39,63,12:15:00,2018-12-27,9:41,business,13C,1065
747,6382445,CA1915,751,343A343,9,27,19:15:00,2019-01-14,9:41,economy,2F,665
748,1216712,VY1600,2439,320A320,56,99,16:00:00,2017-08-22,4:20,economy,5H,277
748,1216712,VY2230,2439,320A320,74,84,22:30:00,2017-09-07,4:20,economy,5J,277
749,1216712,W22245,18553,AT4AT43,14,47,22:45:00,2018-09-26,0:45,economy,10I,18
749,1216712,W21045,18553,AT4AT43,12,37,10:45:00,2018-10-11,0:45,economy,1D,18
750,1216712,U22045,2297,320A320,15,35,20:45:00,2018-12-24,4:01,economy,4B,254
750,1216712,U21545,2297,320A320,38,15,15:45:00,2019-01-14,4:01,economy,4J,254
751,278276,AZ1015,596,772B772,4,44,10:15:00,2011-12-05,12:14,business,15E,1249
751,278276,AZ1930,596,772B772,93,37,19:30:00,2011-12-26,12:14,economy,1A,849
752,278276,LS1945,3026,738B738,66,14,19:45:00,2012-03-30,2:57,economy,8C,177
752,278276,LS2200,3026,738B738,95,6,22:00:00,2012-04-19,2:57,business,25A,577
753,1381445,W22200,18553,SF3SF34,40,94,22:00:00,2010-01-26,0:45,business,32C,419
753,1381445,W21045,18553,SF3SF34,74,94,10:45:00,2010-02-26,0:45,business,44J,419
754,1381445,AY0630,2350,AT7AT72,63,76,06:30:00,2011-08-24,0:40,economy,2J,12
754,1381445,AY1900,2350,AT7AT72,2,15,19:00:00,2011-09-03,0:40,economy,8G,12
755,1381445,AY2015,2350,319A319,8,33,20:15:00,2018-11-22,0:55,business,19A,431
755,1381445,AY1115,2350,319A319,90,2,11:15:00,2018-12-01,0:55,business,36E,431
756,1381445,SK2200,4319,717B712,9,103,22:00:00,2018-12-15,0:59,economy,9D,35
756,1381445,SK2230,4319,717B712,105,84,22:30:00,2018-12-23,0:59,economy,7A,35
757,1544555,U21345,2297,319A319,14,8,13:45:00,2010-11-13,2:01,business,29C,510
757,1544555,U21045,2297,319A319,20,8,10:45:00,2010-12-08,2:01,business,23G,510
758,1544555,LG1000,3329,DH4DH8D,16,96,10:00:00,2013-08-28,1:30,economy,6F,73
758,1544555,LG1545,3329,DH4DH8D,57,91,15:45:00,2013-09-05,1:30,economy,3E,73
759,1544555,U21600,2297,319A319,48,6,16:00:00,2014-09-13,2:15,economy,2G,127
759,1544555,U20930,2297,319A319,67,93,09:30:00,2014-10-12,2:15,economy,1F,127
760,1544555,AZ1045,596,320A320,6,38,10:45:00,2018-11-25,1:18,economy,6D,57
760,1544555,AZ1145,596,319A319,78,6,11:45:00,2018-12-18,1:18,economy,8E,57
761,1544555,V71415,20577,717B712,30,66,14:15:00,2018-12-25,1:25,economy,8D,66
761,1544555,V71400,20577,717B712,45,87,14:00:00,2019-01-18,1:25,economy,5F,66
762,6300522,CI1415,1756,738B738,61,76,14:15:00,2012-10-31,1:58,business,28B,507
762,6300522,CI2045,1756,738B738,98,17,20:45:00,2012-11-25,1:58,business,44C,507
763,6300522,HX0745,2773,320A320,62,10,07:45:00,2016-06-19,2:56,economy,5J,177
763,6300522,HX1515,2773,320A320,102,47,15:15:00,2016-07-06,2:56,economy,8A,177
764,6300522,NH1445,324,767,93,77,14:45:00,2018-12-29,2:15,business,44J,527
764,6300522,NH2115,324,772B772,53,74,21:15:00,2019-01-08,2:15,business,19C,527
765,630750,AF1300,137,CRKCRJX,47,105,13:00:00,2018-03-05,1:13,economy,8J,52
765,630750,AF1400,137,CRKCRJX,18,57,14:00:00,2018-03-26,1:13,business,18C,452
766,630750,IB2000,2822,321A321,11,81,20:00:00,2018-05-24,3:56,economy,10J,248
766,630750,IB2015,2822,321A321,41,60,20:15:00,2018-06-07,3:56,economy,4A,248
767,630750,UX0915,90,E90E190,62,94,09:15:00,2018-07-08,1:56,economy,1B,104
767,630750,AZ2115,596,E90E190,105,60,21:15:00,2018-07-19,1:56,business,35D,504
768,630750,XK1000,1909,AT7AT72,66,21,10:00:00,2018-09-14,0:51,business,37C,425
768,630750,XK0800,1909,AT7AT72,105,29,08:00:00,2018-09-25,0:51,business,38A,425
769,630750,MK2030,1057,343A343,90,19,20:30:00,2018-10-09,12:15,economy,10H,850
769,630750,MK2230,1057,343A343,48,29,22:30:00,2018-11-08,12:15,business,18I,1250
770,630750,U20815,2297,319A319,36,91,08:15:00,2018-11-29,1:39,business,37B,484
770,630750,U21445,2297,319A319,71,69,14:45:00,2018-12-11,1:39,economy,9B,84
771,7401450,5Q0815,18232,AT7AT72,98,62,08:15:00,2013-01-20,2:01,economy,2F,110
771,7401450,5Q1915,18232,AT7AT72,72,86,19:15:00,2013-02-08,2:01,business,33G,510
772,7401450,G30700,1790,73GB737,58,11,07:00:00,2015-04-11,1:14,business,42D,453
772,7401450,G30800,1790,73GB737,15,49,08:00:00,2015-05-03,1:14,economy,6D,53
773,7401450,Y80845,16725,EM2E120,53,95,08:45:00,2016-02-16,1:12,business,21A,451
773,7401450,Y82215,16725,EM2E120,19,26,22:15:00,2016-02-22,1:12,economy,10J,51
774,7401450,PZ1345,5156,320A320,70,33,13:45:00,2018-05-21,2:27,economy,8A,141
774,7401450,PZ1645,5156,320A320,54,12,16:45:00,2018-06-19,2:27,economy,3B,141
775,7401450,O61345,3764,100F100,73,24,13:45:00,2018-09-25,1:29,business,13E,471
775,7401450,O61915,3764,100F100,8,77,19:15:00,2018-10-20,1:29,business,31E,471
776,7401450,G31545,1790,738B738,37,24,15:45:00,2018-12-05,7:05,business,19F,876
776,7401450,G31115,1790,738B738,93,26,11:15:00,2019-01-04,7:05,business,40C,876
777,2325023,VY1815,2439,320A320,37,45,18:15:00,2012-01-04,1:51,business,28J,497
777,2325023,VY1530,2439,320A320,16,90,15:30:00,2012-01-18,1:51,economy,7E,97
778,2325023,B21900,1478,735B735,9,4,19:00:00,2014-01-02,2:42,economy,6G,160
778,2325023,B21230,1478,735B735,13,56,12:30:00,2014-01-18,2:42,business,27A,560
779,2325023,LH1015,3320,321A321,25,23,10:15:00,2018-10-21,1:52,business,33C,499
779,2325023,LH2245,3320,320A320,44,16,22:45:00,2018-10-30,1:52,business,35J,499
780,2325023,V71545,20577,717B712,36,60,15:45:00,2018-11-13,1:42,economy,4D,87
780,2325023,V71100,20577,717B712,33,4,11:00:00,2018-12-08,1:42,business,42A,487
781,2325023,VY1015,2439,320A320,49,96,10:15:00,2018-12-13,2:01,business,16F,510
781,2325023,VY1245,2439,320A320,11,2,12:45:00,2019-01-07,2:01,business,34A,510
782,1313569,XQ2230,4573,738B738,103,101,22:30:00,2012-01-28,3:23,business,31C,609
782,1313569,XQ0630,4573,738B738,30,80,06:30:00,2012-02-17,3:23,business,29F,609
783,1313569,US0915,5265,752B752,15,8,09:15:00,2014-06-15,7:57,economy,1B,539
783,1313569,US1430,5265,752B752,58,99,14:30:00,2014-07-12,7:57,economy,5H,539
784,1313569,UX1815,90,738B738,36,84,18:15:00,2015-02-21,2:19,economy,6A,131
785,1313569,KL0945,3090,737,69,20,09:45:00,2016-03-09,1:03,economy,8E,39
785,1313569,KL1915,3090,737,94,88,19:15:00,2016-04-08,1:03,business,34B,439
786,1313569,KL1245,3090,330,105,69,12:45:00,2017-03-21,8:34,business,13F,984
787,1313569,SK2030,4319,738B738,70,2,20:30:00,2018-10-04,1:40,economy,2I,85
787,1313569,SK1715,4319,73GB737,61,75,17:15:00,2018-10-17,1:40,economy,1B,85
788,1313569,U21215,2297,319A319,97,69,12:15:00,2018-12-28,1:09,economy,3H,47
788,1313569,U20900,2297,319A319,18,12,09:00:00,2019-01-22,1:09,business,36I,447
789,6620079,W31200,20976,738B738,72,47,12:00:00,2017-02-14,1:08,business,28A,446
789,6620079,W31600,20976,73GB737,29,102,16:00:00,2017-03-02,1:08,economy,6E,46
790,6620079,LH0645,3320,343A343,98,99,06:45:00,2018-12-06,6:10,business,29G,810
790,6620079,LH1930,3320,343A343,84,67,19:30:00,2018-12-12,6:10,economy,6B,410
791,6620079,MS1215,2143,738B738,52,63,12:15:00,2018-12-24,5:23,business,20J,753
791,6620079,MS2000,2143,738B738,58,68,20:00:00,2019-01-06,5:23,business,38C,753
792,5391860,9C1945,15999,320A320,12,50,19:45:00,2017-01-24,1:31,business,28D,474
792,5391860,9C1245,15999,320A320,17,96,12:45:00,2017-02-07,1:31,business,40H,474
793,5391860,UA1130,5209,738B738,80,105,11:30:00,2018-11-30,3:38,economy,1B,226
793,5391860,UA0715,5209,73GB737,6,87,07:15:00,2018-12-31,3:38,business,44G,626
794,5942783,JL1700,2987,333A333,46,48,17:00:00,2018-06-15,10:09,economy,3D,698
794,5942783,JL2045,2987,333A333,91,1,20:45:00,2018-07-16,10:09,economy,6F,698
795,5942783,BE1415,2421,AT7AT72,87,50,14:15:00,2018-11-13,0:50,economy,6C,25
795,5942783,BE1115,2421,AT7AT72,88,44,11:15:00,2018-12-13,0:50,business,33E,425
796,5942783,W21045,18553,SF3SF34,63,49,10:45:00,2018-12-28,0:45,economy,4B,19
796,5942783,W22200,18553,SF3SF34,39,73,22:00:00,2019-01-17,0:45,business,19F,419
797,9146521,LA1815,3200,320A320,80,24,18:15:00,2017-07-12,1:18,business,23E,458
797,9146521,LA1100,3200,320A320,27,92,11:00:00,2017-07-17,1:18,economy,8B,58
